                    *********************************************************************************
                    *  Z= 22 A= 47: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 47  *
  11.00  1.605  4.48E+03 3.07E+03 3.00E+04 3.42E+02 5.14E+02 4.78E+02 4.29E+02 2.95E+02 2.56E+02 1.93E+02 1.40E+02 1.19E+02 7.60E+01 6.18E+01 4.89E+01 3.04E+01 2.16E+01 1.27E+01 1.35E+01 7.85E+00 7.33E+00 4.66E+00 6.74E+00 2.46E+00 2.45E+00 2.44E+00 3.04E+00 1.22E+00 6.08E-01 6.08E-01 1.14E-05 6.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.676  9.10E+03 6.15E+03 5.99E+04 7.02E+02 9.95E+02 1.01E+03 7.88E+02 6.54E+02 4.94E+02 3.87E+02 3.12E+02 2.11E+02 1.74E+02 1.03E+02 9.73E+01 5.29E+01 3.75E+01 2.97E+01 2.53E+01 1.62E+01 1.33E+01 9.26E+00 1.06E+01 9.84E+00 2.54E+00 6.10E+00 3.05E+00 4.87E+00 3.65E+00 7.34E-04 2.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.744  1.85E+04 1.26E+04 1.23E+05 1.40E+03 2.02E+03 2.05E+03 1.66E+03 1.28E+03 1.07E+03 7.87E+02 6.63E+02 4.31E+02 3.60E+02 2.30E+02 1.81E+02 1.26E+02 6.96E+01 6.56E+01 3.04E+01 4.00E+01 3.29E+01 2.38E+01 1.85E+01 1.08E+01 1.42E+01 6.29E+00 1.03E+01 3.70E+00 5.48E+00 4.26E+00 3.65E+00 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.810  3.77E+04 2.58E+04 2.57E+05 2.66E+03 4.21E+03 4.07E+03 3.40E+03 2.64E+03 2.19E+03 1.66E+03 1.31E+03 1.04E+03 6.95E+02 5.61E+02 3.61E+02 2.71E+02 1.78E+02 1.27E+02 1.01E+02 6.68E+01 6.70E+01 4.32E+01 3.37E+01 2.08E+01 2.88E+01 1.33E+01 1.60E+01 1.17E+01 1.04E+01 9.73E+00 4.86E+00 2.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.874  6.75E+04 3.39E+04 3.39E+05 3.65E+03 5.34E+03 5.29E+03 4.49E+03 3.50E+03 2.75E+03 2.29E+03 1.67E+03 1.32E+03 9.28E+02 7.48E+02 4.96E+02 3.75E+02 2.73E+02 1.49E+02 1.62E+02 9.30E+01 9.55E+01 5.42E+01 4.95E+01 3.38E+01 2.83E+01 2.71E+01 1.83E+01 1.25E+01 1.24E+01 1.04E+01 1.13E+01 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.935  1.07E+05 4.42E+04 4.39E+05 5.00E+03 6.78E+03 6.88E+03 5.94E+03 4.63E+03 3.45E+03 3.17E+03 2.14E+03 1.68E+03 1.16E+03 9.36E+02 6.31E+02 4.78E+02 3.69E+02 1.70E+02 2.24E+02 1.19E+02 1.24E+02 6.53E+01 6.52E+01 4.68E+01 2.78E+01 4.09E+01 2.06E+01 1.33E+01 1.45E+01 1.12E+01 1.78E+01 1.35E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.995  1.57E+05 5.75E+04 5.63E+05 6.86E+03 8.61E+03 8.95E+03 7.86E+03 6.12E+03 4.32E+03 4.39E+03 2.75E+03 2.13E+03 1.39E+03 1.12E+03 7.66E+02 5.81E+02 4.64E+02 1.91E+02 2.85E+02 1.46E+02 1.52E+02 7.63E+01 8.10E+01 5.97E+01 2.73E+01 5.47E+01 2.28E+01 1.41E+01 1.65E+01 1.19E+01 2.43E+01 8.10E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.053  2.23E+05 7.47E+04 7.19E+05 9.40E+03 1.09E+04 1.16E+04 1.04E+04 8.09E+03 5.42E+03 6.07E+03 3.52E+03 2.70E+03 1.67E+03 1.31E+03 9.01E+02 6.84E+02 5.59E+02 2.12E+02 3.47E+02 1.72E+02 1.81E+02 8.74E+01 9.68E+01 7.27E+01 2.68E+01 6.85E+01 2.51E+01 1.50E+01 1.85E+01 1.26E+01 3.08E+01 2.70E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.109  3.09E+05 9.71E+04 9.17E+05 1.29E+04 1.39E+04 1.52E+04 1.38E+04 1.07E+04 6.79E+03 8.40E+03 4.51E+03 3.43E+03 2.01E+03 1.53E+03 1.04E+03 7.87E+02 6.55E+02 2.33E+02 4.08E+02 1.98E+02 2.09E+02 9.84E+01 1.13E+02 8.57E+01 2.63E+01 8.24E+01 2.74E+01 1.58E+01 2.06E+01 1.33E+01 3.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.164  4.21E+05 1.26E+05 1.17E+06 1.77E+04 1.76E+04 1.97E+04 1.82E+04 1.42E+04 8.52E+03 1.16E+04 5.77E+03 4.36E+03 2.41E+03 1.79E+03 1.17E+03 8.90E+02 7.50E+02 2.54E+02 4.70E+02 2.24E+02 2.38E+02 1.09E+02 1.28E+02 9.87E+01 2.58E+01 9.62E+01 2.97E+01 1.66E+01 2.26E+01 1.40E+01 4.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.295  8.87E+05 2.46E+05 2.18E+06 3.90E+04 3.20E+04 3.81E+04 3.66E+04 2.85E+04 1.50E+04 2.62E+04 1.07E+04 7.92E+03 3.80E+03 2.63E+03 1.59E+03 1.15E+03 9.88E+02 3.07E+02 6.23E+02 2.90E+02 3.09E+02 1.37E+02 1.68E+02 1.31E+02 2.45E+01 1.31E+02 3.54E+01 1.87E+01 2.77E+01 1.58E+01 6.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.419  1.80E+06 4.85E+05 4.16E+06 8.58E+04 5.81E+04 7.34E+04 7.37E+04 5.74E+04 2.64E+04 5.89E+04 1.99E+04 1.44E+04 6.00E+03 3.87E+03 2.16E+03 1.41E+03 1.23E+03 3.60E+02 7.77E+02 3.56E+02 3.80E+02 1.65E+02 2.07E+02 1.64E+02 2.32E+01 1.65E+02 4.11E+01 2.07E+01 3.28E+01 1.75E+01 7.62E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.650  7.87E+06 1.94E+06 1.59E+07 4.16E+05 1.91E+05 2.74E+05 2.98E+05 2.32E+05 8.19E+04 2.99E+05 6.87E+04 4.75E+04 1.49E+04 8.37E+03 3.99E+03 2.11E+03 1.70E+03 4.66E+02 1.08E+03 4.87E+02 5.23E+02 2.20E+02 2.86E+02 2.28E+02 2.07E+01 2.34E+02 5.25E+01 2.48E+01 4.30E+01 2.11E+01 1.09E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.060  1.89E+08 3.43E+07 2.71E+08 9.81E+06 2.08E+06 3.80E+06 4.89E+06 3.81E+06 7.87E+05 7.67E+06 8.17E+05 5.18E+05 9.27E+04 3.92E+04 1.36E+04 4.74E+03 3.28E+03 6.77E+02 1.70E+03 7.49E+02 8.07E+02 3.30E+02 4.43E+02 3.58E+02 1.57E+01 3.72E+02 7.53E+01 3.30E+01 6.33E+01 2.82E+01 1.73E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.421  3.71E+09 6.70E+08 5.26E+09 2.31E+08 2.26E+07 5.27E+07 8.02E+07 6.26E+07 7.56E+06 1.97E+08 9.71E+06 5.65E+06 5.75E+05 1.84E+05 4.62E+04 1.07E+04 6.33E+03 8.88E+02 2.66E+03 1.01E+03 1.09E+03 4.41E+02 6.01E+02 4.88E+02 1.06E+01 5.10E+02 9.81E+01 4.12E+01 8.37E+01 3.52E+01 2.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.747  7.74E+10 1.41E+10 1.12E+11 5.44E+09 2.46E+08 7.32E+08 1.32E+09 1.03E+09 7.26E+07 5.07E+09 1.16E+08 6.15E+07 3.57E+06 8.61E+05 1.57E+05 2.40E+04 1.22E+04 1.10E+03 4.17E+03 1.27E+03 1.38E+03 5.51E+02 7.59E+02 6.18E+02 5.59E+00 6.49E+02 1.21E+02 4.94E+01 1.04E+02 4.23E+01 3.03E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.048  1.71E+12 3.12E+11 2.53E+12 1.28E+11 2.67E+09 1.02E+10 2.16E+10 1.68E+10 6.98E+08 1.30E+11 1.37E+09 6.70E+08 2.21E+07 4.04E+06 5.35E+05 5.39E+04 2.35E+04 1.31E+03 6.54E+03 1.61E+03 1.74E+03 6.62E+02 9.16E+02 7.48E+02 5.54E-01 7.87E+02 1.44E+02 5.77E+01 1.24E+02 4.94E+01 3.68E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.327  3.92E+13 7.19E+12 5.99E+13 3.01E+12 2.91E+10 1.41E+11 3.54E+11 2.76E+11 6.70E+09 3.34E+12 1.63E+10 7.31E+09 1.37E+08 1.89E+07 1.82E+06 1.21E+05 4.54E+04 1.56E+03 1.02E+04 2.02E+03 2.19E+03 7.72E+02 1.07E+03 8.78E+02 0.00E+00 9.25E+02 1.67E+02 6.59E+01 1.45E+02 5.65E+01 4.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.590  9.24E+14 1.70E+14 1.46E+15 7.09E+13 3.16E+11 1.96E+12 5.80E+12 4.53E+12 6.44E+10 8.59E+13 1.94E+11 7.96E+10 8.52E+08 8.87E+07 6.19E+06 2.72E+05 8.75E+04 1.86E+03 1.61E+04 2.55E+03 2.76E+03 8.83E+02 1.23E+03 1.01E+03 0.00E+00 1.06E+03 1.89E+02 7.41E+01 1.65E+02 6.36E+01 4.97E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.838  2.22E+16 4.08E+15 3.60E+16 1.67E+15 3.43E+12 2.71E+13 9.50E+13 7.44E+13 6.19E+11 2.21E+15 2.31E+12 8.68E+11 5.28E+09 4.15E+08 2.11E+07 6.12E+05 1.69E+05 2.22E+03 2.52E+04 3.21E+03 3.48E+03 9.93E+02 1.41E+03 1.14E+03 0.00E+00 1.20E+03 2.12E+02 8.23E+01 1.85E+02 7.07E+01 5.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.074  5.39E+17 9.93E+16 9.01E+17 3.93E+16 3.73E+13 3.77E+14 1.56E+15 1.22E+15 5.95E+12 5.67E+16 2.75E+13 9.46E+12 3.28E+10 1.95E+09 7.17E+07 1.38E+06 3.25E+05 2.65E+03 3.94E+04 4.04E+03 4.39E+03 1.10E+03 1.62E+03 1.28E+03 0.00E+00 1.36E+03 2.35E+02 9.05E+01 2.06E+02 7.77E+01 6.27E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.300  1.32E+19 2.44E+18 2.27E+19 9.26E+17 4.06E+14 5.23E+15 2.55E+16 2.00E+16 5.71E+13 1.46E+18 3.27E+14 1.03E+14 2.03E+11 9.12E+09 2.44E+08 3.09E+06 6.27E+05 3.16E+03 6.18E+04 5.09E+03 5.53E+03 1.21E+03 1.86E+03 1.45E+03 0.00E+00 1.53E+03 2.58E+02 9.87E+01 2.26E+02 8.48E+01 6.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.516  3.26E+20 6.01E+19 5.75E+20 2.18E+19 4.41E+15 7.26E+16 4.19E+17 3.28E+17 5.49E+14 3.75E+19 3.89E+15 1.12E+15 1.26E+12 4.28E+10 8.31E+08 6.96E+06 1.21E+06 3.76E+03 9.68E+04 6.41E+03 6.97E+03 1.34E+03 2.13E+03 1.64E+03 0.00E+00 1.73E+03 2.81E+02 1.07E+02 2.47E+02 9.19E+01 7.57E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.724  8.07E+21 1.49E+21 1.46E+22 5.13E+20 4.79E+16 1.01E+18 6.87E+18 5.39E+18 5.27E+15 9.63E+20 4.63E+16 1.22E+16 7.83E+12 2.00E+11 2.83E+09 1.56E+07 2.33E+06 4.49E+03 1.52E+05 8.07E+03 8.79E+03 1.47E+03 2.44E+03 1.85E+03 0.00E+00 1.96E+03 3.03E+02 1.15E+02 2.67E+02 9.90E+01 8.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.925  2.01E+23 3.70E+22 3.72E+23 1.21E+22 5.21E+17 1.40E+19 1.13E+20 8.84E+19 5.07E+16 2.47E+22 5.50E+17 1.33E+17 4.86E+13 9.39E+11 9.62E+09 3.52E+07 4.50E+06 5.35E+03 2.38E+05 1.02E+04 1.11E+04 1.62E+03 2.80E+03 2.08E+03 0.00E+00 2.21E+03 3.26E+02 1.23E+02 2.87E+02 1.06E+02 8.86E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.119  5.00E+24 9.23E+23 9.50E+24 2.84E+23 5.66E+18 1.94E+20 1.85E+21 1.45E+21 4.87E+17 6.35E+23 6.55E+18 1.45E+18 3.01E+14 4.40E+12 3.27E+10 7.91E+07 8.67E+06 6.38E+03 3.72E+05 1.28E+04 1.40E+04 1.78E+03 3.21E+03 2.35E+03 0.00E+00 2.50E+03 3.49E+02 1.32E+02 3.08E+02 1.13E+02 9.51E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.308  1.25E+26 2.31E+25 2.42E+26 6.70E+24 6.16E+19 2.69E+21 3.03E+22 2.38E+22 4.68E+18 1.63E+25 7.79E+19 1.58E+19 1.87E+15 2.06E+13 1.11E+11 1.78E+08 1.67E+07 7.60E+03 5.84E+05 1.61E+04 1.76E+04 1.96E+03 3.68E+03 2.66E+03 0.00E+00 2.82E+03 3.72E+02 1.40E+02 3.28E+02 1.20E+02 1.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.491  3.13E+27 5.78E+26 6.20E+27 1.58E+26 6.69E+20 3.74E+22 4.96E+23 3.90E+23 4.50E+19 4.20E+26 9.26E+20 1.73E+20 1.16E+16 9.66E+13 3.79E+11 4.00E+08 3.22E+07 9.06E+03 9.15E+05 2.03E+04 2.22E+04 2.15E+03 4.22E+03 3.00E+03 0.00E+00 3.19E+03 3.95E+02 1.48E+02 3.48E+02 1.27E+02 1.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.668  7.86E+28 1.45E+28 1.58E+29 3.71E+27 7.28E+21 5.19E+23 8.14E+24 6.41E+24 4.32E+20 1.08E+28 1.10E+22 1.88E+21 7.19E+16 4.53E+14 1.29E+12 8.99E+08 6.21E+07 1.08E+04 1.43E+06 2.56E+04 2.80E+04 2.37E+03 4.84E+03 3.39E+03 0.00E+00 3.61E+03 4.18E+02 1.56E+02 3.69E+02 1.34E+02 1.15E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.842  1.97E+30 3.65E+29 4.06E+30 8.74E+28 7.91E+22 7.20E+24 1.33E+26 1.05E+26 4.15E+21 2.77E+29 1.31E+23 2.05E+22 4.46E+17 2.12E+15 4.39E+12 2.02E+09 1.20E+08 1.29E+04 2.25E+06 3.22E+04 3.53E+04 2.61E+03 5.55E+03 3.82E+03 0.00E+00 4.07E+03 4.40E+02 1.64E+02 3.89E+02 1.41E+02 1.22E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 22 A= 49: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 49  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.237  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.335  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.410  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.474  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.530  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
