                    *********************************************************************************
                    *  Z= 82 A=208: Positive-Parity Spin-dependent Level Density [MeV-1] for PB208  *
   2.75  0.384  5.70E+01 1.64E+02 1.97E+03 1.42E+01 9.15E+00 9.91E+00 1.10E+01 1.79E+01 2.29E+01 2.71E+01 2.14E+01 1.64E+01 8.57E+00 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.401  9.80E+01 1.71E+02 2.02E+03 1.49E+01 9.87E+00 1.21E+01 1.32E+01 1.86E+01 2.36E+01 2.71E+01 2.14E+01 1.64E+01 8.57E+00 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.418  1.41E+02 1.71E+02 2.02E+03 1.44E+01 1.06E+01 1.15E+01 1.46E+01 1.86E+01 2.29E+01 2.65E+01 2.14E+01 1.71E+01 8.57E+00 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.433  1.87E+02 1.96E+02 2.28E+03 1.37E+01 1.42E+01 1.79E+01 1.53E+01 2.29E+01 2.52E+01 3.00E+01 2.36E+01 1.71E+01 9.29E+00 5.71E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.449  2.52E+02 3.27E+02 3.98E+03 2.04E+01 2.58E+01 2.64E+01 3.03E+01 3.86E+01 4.30E+01 4.15E+01 3.29E+01 2.93E+01 1.64E+01 9.29E+00 5.00E+00 2.86E+00 2.14E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.463  3.60E+02 5.33E+02 6.69E+03 2.13E+01 2.70E+01 4.27E+01 4.86E+01 6.93E+01 7.09E+01 7.86E+01 6.71E+01 4.93E+01 3.00E+01 1.50E+01 5.00E+00 2.86E+00 2.14E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.478  5.82E+02 1.24E+03 1.55E+04 6.42E+01 6.60E+01 8.33E+01 1.04E+02 1.56E+02 1.77E+02 1.81E+02 1.56E+02 1.21E+02 7.00E+01 3.50E+01 1.29E+01 7.14E+00 3.57E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.491  1.01E+03 2.22E+03 2.88E+04 1.03E+02 9.82E+01 1.37E+02 1.79E+02 2.65E+02 3.02E+02 3.20E+02 2.85E+02 2.22E+02 1.47E+02 9.00E+01 4.14E+01 1.57E+01 5.00E+00 2.86E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.505  1.81E+03 4.16E+03 5.39E+04 1.61E+02 2.29E+02 2.86E+02 3.70E+02 4.79E+02 5.39E+02 5.60E+02 5.16E+02 4.20E+02 2.84E+02 1.69E+02 8.36E+01 3.93E+01 1.50E+01 6.43E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.518  2.96E+03 5.05E+03 6.76E+04 1.83E+02 2.69E+02 3.11E+02 4.17E+02 5.54E+02 6.31E+02 6.76E+02 6.28E+02 5.31E+02 3.81E+02 2.43E+02 1.29E+02 6.36E+01 2.50E+01 1.00E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.543  6.50E+03 9.08E+03 1.25E+05 2.62E+02 4.43E+02 5.89E+02 8.10E+02 1.02E+03 1.12E+03 1.14E+03 1.04E+03 8.95E+02 6.75E+02 4.56E+02 2.72E+02 1.57E+02 8.29E+01 4.93E+01 2.57E+01 1.57E+01 9.29E+00 4.29E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.567  1.40E+04 2.07E+04 3.16E+05 4.52E+02 8.14E+02 1.28E+03 1.71E+03 2.07E+03 2.29E+03 2.38E+03 2.21E+03 1.93E+03 1.55E+03 1.17E+03 8.36E+02 6.05E+02 4.31E+02 3.21E+02 2.36E+02 1.69E+02 1.14E+02 7.29E+01 4.36E+01 2.43E+01 1.21E+01 5.71E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.591  3.26E+04 5.40E+04 8.08E+05 1.08E+03 2.05E+03 3.26E+03 4.44E+03 5.53E+03 6.22E+03 6.42E+03 6.00E+03 5.23E+03 4.15E+03 3.09E+03 2.15E+03 1.48E+03 9.78E+02 6.80E+02 4.66E+02 3.18E+02 2.06E+02 1.26E+02 6.86E+01 3.71E+01 1.64E+01 7.86E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.613  7.61E+04 1.20E+05 1.76E+06 2.37E+03 4.80E+03 7.58E+03 1.02E+04 1.25E+04 1.39E+04 1.43E+04 1.34E+04 1.17E+04 9.36E+03 6.99E+03 4.81E+03 3.13E+03 1.91E+03 1.18E+03 7.24E+02 4.59E+02 2.70E+02 1.64E+02 8.50E+01 4.71E+01 2.07E+01 1.07E+01 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.634  1.69E+05 2.53E+05 3.83E+06 5.44E+03 1.08E+04 1.61E+04 2.08E+04 2.47E+04 2.69E+04 2.75E+04 2.61E+04 2.34E+04 1.96E+04 1.55E+04 1.15E+04 8.25E+03 5.64E+03 3.79E+03 2.48E+03 1.62E+03 1.01E+03 6.21E+02 3.48E+02 1.88E+02 9.29E+01 4.57E+01 1.86E+01 8.57E+00 2.14E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.655  3.92E+05 6.38E+05 1.05E+07 1.26E+04 2.49E+04 3.67E+04 4.72E+04 5.55E+04 6.06E+04 6.24E+04 6.05E+04 5.59E+04 4.91E+04 4.15E+04 3.38E+04 2.67E+04 2.05E+04 1.55E+04 1.14E+04 8.31E+03 5.75E+03 3.83E+03 2.43E+03 1.48E+03 8.50E+02 4.64E+02 2.25E+02 1.01E+02 4.00E+01 1.64E+01 5.71E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.675  9.22E+05 1.48E+06 2.51E+07 2.78E+04 5.51E+04 8.13E+04 1.05E+05 1.24E+05 1.36E+05 1.41E+05 1.38E+05 1.28E+05 1.14E+05 9.79E+04 8.09E+04 6.53E+04 5.14E+04 3.98E+04 3.02E+04 2.24E+04 1.61E+04 1.11E+04 7.34E+03 4.62E+03 2.72E+03 1.50E+03 7.58E+02 3.56E+02 1.48E+02 5.64E+01 1.71E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.695  2.00E+06 2.81E+06 4.65E+07 5.58E+04 1.10E+05 1.62E+05 2.08E+05 2.43E+05 2.66E+05 2.74E+05 2.67E+05 2.47E+05 2.18E+05 1.84E+05 1.49E+05 1.17E+05 8.97E+04 6.74E+04 4.97E+04 3.60E+04 2.54E+04 1.74E+04 1.15E+04 7.27E+03 4.37E+03 2.51E+03 1.33E+03 6.72E+02 3.15E+02 1.46E+02 6.14E+01 3.64E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.714  4.19E+06 5.97E+06 1.02E+08 1.17E+05 2.30E+05 3.34E+05 4.25E+05 4.95E+05 5.40E+05 5.56E+05 5.45E+05 5.10E+05 4.57E+05 3.94E+05 3.27E+05 2.64E+05 2.07E+05 1.59E+05 1.20E+05 8.90E+04 6.46E+04 4.59E+04 3.17E+04 2.14E+04 1.39E+04 8.89E+03 5.47E+03 3.29E+03 1.89E+03 1.06E+03 5.48E+02 4.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.733  9.20E+06 1.41E+07 2.49E+08 2.61E+05 5.12E+05 7.41E+05 9.38E+05 1.09E+06 1.19E+06 1.24E+06 1.23E+06 1.17E+06 1.07E+06 9.49E+05 8.15E+05 6.82E+05 5.55E+05 4.42E+05 3.43E+05 2.60E+05 1.91E+05 1.36E+05 9.41E+04 6.27E+04 4.02E+04 2.47E+04 1.45E+04 8.19E+03 4.38E+03 2.26E+03 1.10E+03 8.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.768  4.84E+07 6.43E+07 1.18E+09 1.12E+06 2.19E+06 3.17E+06 4.02E+06 4.69E+06 5.15E+06 5.38E+06 5.39E+06 5.20E+06 4.84E+06 4.37E+06 3.84E+06 3.28E+06 2.74E+06 2.23E+06 1.78E+06 1.39E+06 1.06E+06 7.82E+05 5.62E+05 3.91E+05 2.63E+05 1.70E+05 1.06E+05 6.37E+04 3.65E+04 2.02E+04 1.07E+04 1.03E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.802  2.24E+08 2.88E+08 5.57E+09 4.64E+06 9.09E+06 1.32E+07 1.67E+07 1.95E+07 2.14E+07 2.26E+07 2.28E+07 2.23E+07 2.12E+07 1.95E+07 1.75E+07 1.54E+07 1.32E+07 1.10E+07 9.08E+06 7.30E+06 5.75E+06 4.42E+06 3.33E+06 2.45E+06 1.76E+06 1.23E+06 8.45E+05 5.66E+05 3.70E+05 2.36E+05 1.47E+05 2.01E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.835  9.84E+08 1.23E+09 2.44E+10 1.90E+07 3.72E+07 5.38E+07 6.83E+07 7.99E+07 8.84E+07 9.35E+07 9.53E+07 9.39E+07 9.00E+07 8.39E+07 7.62E+07 6.77E+07 5.88E+07 4.99E+07 4.15E+07 3.38E+07 2.69E+07 2.09E+07 1.59E+07 1.18E+07 8.53E+06 6.02E+06 4.14E+06 2.78E+06 1.82E+06 1.16E+06 7.32E+05 1.02E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.867  4.28E+09 5.37E+09 1.12E+11 7.57E+07 1.48E+08 2.15E+08 2.74E+08 3.22E+08 3.58E+08 3.81E+08 3.92E+08 3.91E+08 3.79E+08 3.59E+08 3.32E+08 3.01E+08 2.67E+08 2.32E+08 1.98E+08 1.65E+08 1.36E+08 1.09E+08 8.66E+07 6.71E+07 5.11E+07 3.81E+07 2.79E+07 2.00E+07 1.41E+07 9.69E+06 6.67E+06 1.10E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.897  1.19E+10 9.79E+09 2.06E+11 1.35E+08 2.65E+08 3.85E+08 4.90E+08 5.77E+08 6.43E+08 6.86E+08 7.07E+08 7.07E+08 6.89E+08 6.54E+08 6.08E+08 5.52E+08 4.92E+08 4.30E+08 3.68E+08 3.09E+08 2.55E+08 2.06E+08 1.64E+08 1.27E+08 9.72E+07 7.28E+07 5.35E+07 3.86E+07 2.73E+07 1.89E+07 1.31E+07 2.23E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.927  2.57E+10 1.79E+10 3.80E+11 2.42E+08 4.75E+08 6.90E+08 8.78E+08 1.03E+09 1.15E+09 1.24E+09 1.28E+09 1.28E+09 1.25E+09 1.19E+09 1.11E+09 1.02E+09 9.08E+08 7.97E+08 6.85E+08 5.78E+08 4.78E+08 3.88E+08 3.09E+08 2.41E+08 1.85E+08 1.39E+08 1.03E+08 7.43E+07 5.28E+07 3.69E+07 2.59E+07 4.52E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.955  5.10E+10 3.27E+10 7.01E+11 4.33E+08 8.50E+08 1.23E+09 1.57E+09 1.86E+09 2.07E+09 2.22E+09 2.30E+09 2.32E+09 2.27E+09 2.18E+09 2.04E+09 1.87E+09 1.68E+09 1.48E+09 1.28E+09 1.08E+09 8.98E+08 7.31E+08 5.84E+08 4.58E+08 3.52E+08 2.65E+08 1.97E+08 1.43E+08 1.02E+08 7.21E+07 5.11E+07 9.13E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.983  9.72E+10 5.97E+10 1.29E+12 7.75E+08 1.52E+09 2.21E+09 2.82E+09 3.33E+09 3.73E+09 4.00E+09 4.16E+09 4.20E+09 4.13E+09 3.97E+09 3.73E+09 3.43E+09 3.10E+09 2.74E+09 2.37E+09 2.02E+09 1.68E+09 1.38E+09 1.10E+09 8.68E+08 6.69E+08 5.07E+08 3.78E+08 2.76E+08 1.98E+08 1.41E+08 1.01E+08 1.85E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.010  1.82E+11 1.09E+11 2.39E+12 1.39E+09 2.72E+09 3.96E+09 5.05E+09 5.97E+09 6.69E+09 7.20E+09 7.50E+09 7.59E+09 7.50E+09 7.23E+09 6.82E+09 6.31E+09 5.71E+09 5.08E+09 4.42E+09 3.77E+09 3.16E+09 2.59E+09 2.09E+09 1.65E+09 1.27E+09 9.67E+08 7.24E+08 5.32E+08 3.85E+08 2.75E+08 1.98E+08 3.73E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.036  3.36E+11 2.00E+11 4.41E+12 2.48E+09 4.87E+09 7.08E+09 9.05E+09 1.07E+10 1.20E+10 1.30E+10 1.35E+10 1.37E+10 1.36E+10 1.32E+10 1.25E+10 1.16E+10 1.05E+10 9.41E+09 8.23E+09 7.05E+09 5.93E+09 4.88E+09 3.94E+09 3.12E+09 2.42E+09 1.85E+09 1.39E+09 1.02E+09 7.46E+08 5.36E+08 3.91E+08 7.55E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.099  1.72E+12 9.04E+11 2.05E+13 1.06E+10 2.09E+10 3.04E+10 3.89E+10 4.61E+10 5.20E+10 5.64E+10 5.92E+10 6.06E+10 6.05E+10 5.92E+10 5.66E+10 5.31E+10 4.88E+10 4.40E+10 3.89E+10 3.37E+10 2.86E+10 2.38E+10 1.94E+10 1.55E+10 1.21E+10 9.30E+09 7.08E+09 5.28E+09 3.90E+09 2.86E+09 2.13E+09 4.39E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.158  7.98E+12 4.11E+12 9.55E+13 4.55E+10 8.93E+10 1.30E+11 1.67E+11 1.99E+11 2.25E+11 2.45E+11 2.59E+11 2.67E+11 2.69E+11 2.65E+11 2.57E+11 2.43E+11 2.26E+11 2.06E+11 1.84E+11 1.61E+11 1.38E+11 1.16E+11 9.50E+10 7.65E+10 6.04E+10 4.69E+10 3.60E+10 2.72E+10 2.04E+10 1.52E+10 1.16E+10 2.55E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.269  2.32E+14 8.55E+13 2.10E+15 8.34E+11 1.64E+12 2.39E+12 3.08E+12 3.69E+12 4.21E+12 4.63E+12 4.96E+12 5.19E+12 5.32E+12 5.35E+12 5.27E+12 5.11E+12 4.85E+12 4.51E+12 4.11E+12 3.67E+12 3.21E+12 2.74E+12 2.29E+12 1.88E+12 1.51E+12 1.19E+12 9.35E+11 7.23E+11 5.58E+11 4.31E+11 3.46E+11 8.61E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.465  1.94E+17 3.86E+16 1.06E+18 2.80E+14 5.52E+14 8.09E+14 1.05E+15 1.27E+15 1.47E+15 1.66E+15 1.82E+15 1.96E+15 2.08E+15 2.17E+15 2.23E+15 2.25E+15 2.23E+15 2.17E+15 2.06E+15 1.91E+15 1.73E+15 1.54E+15 1.33E+15 1.13E+15 9.36E+14 7.66E+14 6.30E+14 5.10E+14 4.17E+14 3.47E+14 3.06E+14 9.83E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.638  7.72E+17 7.71E+16 2.12E+18 5.60E+14 1.10E+15 1.62E+15 2.10E+15 2.54E+15 2.94E+15 3.31E+15 3.63E+15 3.91E+15 4.15E+15 4.33E+15 4.45E+15 4.49E+15 4.45E+15 4.33E+15 4.11E+15 3.82E+15 3.46E+15 3.07E+15 2.66E+15 2.25E+15 1.87E+15 1.53E+15 1.26E+15 1.02E+15 8.34E+14 6.94E+14 6.12E+14 1.97E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.794  1.93E+18 1.54E+17 4.24E+18 1.12E+15 2.20E+15 3.23E+15 4.19E+15 5.07E+15 5.88E+15 6.60E+15 7.25E+15 7.82E+15 8.29E+15 8.65E+15 8.89E+15 8.97E+15 8.90E+15 8.64E+15 8.21E+15 7.63E+15 6.92E+15 6.14E+15 5.31E+15 4.50E+15 3.74E+15 3.06E+15 2.51E+15 2.04E+15 1.67E+15 1.39E+15 1.22E+15 3.93E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
